,pubtimestamp,companyname,triprecordnum,sumdid,tripduration,tripdistance,startdate,starttime,enddate,endtime,startlatitude,startlongitude,endlatitude,endlongitude,triproute,create_dt
1071,2019-05-17 16:42:00.373,Lime,LIM216,PoweredCFP6MH5XYRIN4,10.9333333333,280.7208,2019-05-16,23:58:25,2019-05-17,00:09:21,36.183527,-86.75729,36.182374,-86.749751,"[(36.18447, -86.757), (36.18452, -86.75635000000001), (36.18396, -86.75463), (36.18286, -86.75349), (36.18279, -86.75197), (36.182919999999996, -86.75045), (36.18326999999999, -86.74975), (36.183629999999994, -86.74993), (36.18261, -86.74937000000001), (36.182559999999995, -86.74961000000002)]",2019-05-18 12:49:27.230
1072,2019-05-17 16:42:00.403,Lime,LIM260,PoweredMCOMTKK4Z4YHC,8.7666666667,249.0216,2019-05-16,23:56:59,2019-05-17,00:05:45,36.182216,-86.739934,36.186139,-86.743872,"[(36.18285, -86.73981), (36.18292, -86.73936), (36.18319, -86.7399), (36.18336, -86.74223), (36.1835, -86.74405), (36.18347, -86.74446), (36.18458, -86.74455), (36.186139999999995, -86.74385000000001)]",2019-05-18 12:49:28.610
1073,2019-05-17 16:42:00.553,Lime,LIM498,PoweredJ3W3IYZKYFJ3B,8.9166666667,363.0168,2019-05-16,23:59:31,2019-05-17,00:08:26,36.162516,-86.774172,36.165314,-86.781233,"[(36.16196, -86.77514), (36.16346, -86.77619999999999), (36.16552, -86.77750999999999), (36.165710000000004, -86.77847999999999), (36.164300000000004, -86.77962999999998), (36.16328000000001, -86.78012999999999), (36.16274000000001, -86.78273999999999), (36.16362000000001, -86.78242999999999)]",2019-05-18 12:49:37.090
1074,2019-05-17 16:42:00.790,Lime,LIM699,PoweredQILZXUCGQ4FQ4,22.5,948.2328,2019-05-16,23:41:18,2019-05-17,00:03:48,36.157901,-86.784031,36.149861,-86.812864,"[(36.158, -86.78383), (36.15766, -86.78520999999999), (36.15683, -86.78735999999999), (36.15648, -86.78837999999999), (36.155750000000005, -86.78984999999999), (36.15476, -86.79235999999999), (36.154050000000005, -86.79408), (36.15363000000001, -86.79498), (36.152910000000006, -86.79639), (36.151860000000006, -86.79858), (36.15101000000001, -86.80042), (36.15034000000001, -86.80188), (36.14922000000001, -86.80405999999999), (36.148610000000005, -86.80529999999999), (36.147670000000005, -86.80725999999999), (36.1471, -86.80844999999998), (36.14672, -86.80940999999999), (36.147980000000004, -86.81109999999998), (36.14934, -86.81236999999999), (36.149910000000006, -86.81262999999998), (36.15001000000001, -86.81283999999998), (36.149980000000006, -86.81284999999998)]",2019-05-18 12:49:44.067
1075,2019-05-17 16:42:00.790,Lime,LIM700,Powered5SF4HXFBOGUWA,6.6333333333,106.3752,2019-05-16,23:55:20,2019-05-17,00:01:58,36.157838,-86.781463,36.159275,-86.780644,"[(36.15784, -86.78146), (36.1578, -86.78147), (36.1578, -86.78147), (36.157830000000004, -86.78149), (36.157830000000004, -86.78150000000001), (36.15784000000001, -86.78150000000001), (36.15784000000001, -86.78150000000001), (36.15784000000001, -86.78150000000001), (36.15784000000001, -86.78149), (36.15784000000001, -86.78148), (36.15787000000001, -86.78148), (36.15786000000001, -86.78147), (36.15785, -86.78146), (36.157830000000004, -86.78143), (36.157830000000004, -86.78143), (36.1578, -86.78139), (36.157810000000005, -86.78138), (36.15778, -86.78135), (36.157790000000006, -86.78136), (36.15793000000001, -86.78145), (36.15793000000001, -86.78145), (36.15836000000001, -86.78176), (36.15836000000001, -86.78176), (36.158620000000006, -86.78202), (36.15867000000001, -86.78207), (36.158730000000006, -86.78205), (36.158730000000006, -86.78205), (36.15881, -86.78202999999999), (36.15878, -86.78204), (36.15878, -86.78205), (36.15878, -86.78205), (36.15876, -86.78207), (36.15876, -86.78208000000001), (36.15869, -86.78196000000001), (36.15869, -86.78196000000001), (36.15875, -86.78204000000001), (36.15875, -86.78204000000001), (36.15878, -86.78205000000001), (36.15883, -86.78199000000001), (36.15898, -86.78162), (36.159259999999996, -86.78113), (36.15927, -86.78112), (36.15928, -86.78109), (36.1593, -86.78105000000001), (36.159310000000005, -86.78104), (36.159240000000004, -86.78081), (36.159240000000004, -86.78081), (36.159240000000004, -86.78071), (36.15925000000001, -86.78068999999999), (36.15928000000001, -86.78063999999999)]",2019-05-18 12:49:44.097
1076,2019-05-17 16:42:00.830,Lime,LIM772,Powered3EYLGJEZ6CJY5,7.6833333333,326.4408,2019-05-16,23:53:21,2019-05-17,00:01:02,36.160649,-86.776875,36.159644,-86.777368,"[(36.1596, -86.77783), (36.15936, -86.78130999999999), (36.15882, -86.78344999999999), (36.15891, -86.78247999999999), (36.15939, -86.78083), (36.15964, -86.77736999999999)]",2019-05-18 12:49:46.710
1077,2019-05-17 16:42:00.957,Lime,LIM1008,PoweredN2GMFHZN34SCN,36.1833333333,1287.1704,2019-05-16,23:59:12,2019-05-17,00:35:23,36.151432,-86.804219,36.15323,-86.772174,"[(36.15165, -86.80386), (36.15264, -86.80251), (36.152919999999995, -86.80227), (36.154599999999995, -86.79874), (36.15458999999999, -86.79852), (36.154619999999994, -86.7984), (36.15552999999999, -86.79787), (36.15625999999999, -86.79741), (36.15669999999999, -86.79672), (36.156199999999984, -86.79534), (36.15755999999998, -86.79265), (36.15667999999998, -86.79063), (36.15582999999998, -86.78994999999999), (36.15659999999998, -86.78809999999999), (36.157519999999984, -86.78517999999998), (36.15826999999998, -86.78327999999998), (36.15634999999998, -86.78055999999998), (36.15580999999998, -86.78038999999998), (36.15532999999998, -86.78140999999998), (36.15528999999998, -86.78116999999997), (36.15397999999998, -86.77958999999997), (36.153019999999984, -86.77948999999997), (36.15298999999998, -86.77949999999997), (36.15298999999998, -86.77944999999997), (36.15297999999998, -86.77944999999997), (36.15273999999998, -86.77948999999997), (36.15174999999998, -86.77944999999997), (36.150689999999976, -86.77935999999997), (36.15047999999997, -86.77798999999997), (36.150079999999974, -86.77686999999997), (36.151199999999974, -86.77442999999997), (36.151829999999975, -86.77320999999996), (36.15252999999998, -86.77177999999996), (36.15324999999998, -86.77220999999996)]",2019-05-18 12:49:54.713
1078,2019-05-17 16:42:01.010,Lime,LIM1101,PoweredTWJ2RQKIH2ZN3,13.6,395.3256,2019-05-16,23:46:46,2019-05-17,00:00:22,36.153025,-86.789741,36.158771,-86.776456,"[(36.15308, -86.78985), (36.153110000000005, -86.78988), (36.15308, -86.7898), (36.15306, -86.78975), (36.153560000000006, -86.78891), (36.153980000000004, -86.78798), (36.15437000000001, -86.78716), (36.15467000000001, -86.78618), (36.15634000000001, -86.7821), (36.15663000000001, -86.78108), (36.157270000000004, -86.77919), (36.15841, -86.7772)]",2019-05-18 12:49:57.943
1079,2019-05-17 16:42:01.010,Lime,LIM1102,PoweredREGBJPDYNXJOC,15.4166666667,1148.1816,2019-05-16,23:51:11,2019-05-17,00:06:36,36.154014,-86.784528,36.177631,-86.78509,"[(36.15401, -86.78453), (36.15385, -86.78462), (36.15396, -86.78445), (36.15459, -86.78474000000001), (36.15538, -86.78521000000002), (36.15602, -86.78568000000003), (36.15573, -86.78637000000003), (36.155699999999996, -86.78690000000003), (36.15618, -86.78721000000003), (36.15661, -86.78712000000003), (36.1569, -86.78663000000003), (36.15715, -86.78611000000004), (36.15755, -86.78522000000004), (36.15796, -86.78433000000004), (36.15829, -86.78371000000004), (36.15854, -86.78317000000004), (36.15903, -86.78302000000004), (36.15974, -86.78347000000004), (36.16015, -86.78307000000004), (36.16038, -86.78268000000004), (36.160830000000004, -86.78173000000004), (36.161190000000005, -86.78092000000004), (36.16165, -86.77990000000004), (36.16185, -86.77939000000003), (36.16211, -86.77877000000004), (36.1625, -86.77786000000003), (36.16284, -86.77706000000003), (36.16353, -86.77726000000004), (36.16413, -86.77765000000004), (36.16453, -86.77709000000004), (36.16492, -86.77617000000005), (36.16563, -86.77614000000005), (36.16612, -86.77644000000005), (36.16674, -86.77675000000005), (36.16757, -86.77711000000005), (36.168459999999996, -86.77760000000005), (36.16923, -86.77825000000004), (36.17009, -86.77889000000005), (36.170950000000005, -86.77943000000005), (36.17165000000001, -86.77985000000005), (36.172230000000006, -86.78021000000005), (36.17298, -86.78067000000006), (36.1738, -86.78117000000006), (36.1745, -86.78164000000007), (36.17562, -86.78286000000007), (36.17548, -86.78367000000007), (36.17607, -86.78413000000008), (36.17667, -86.78464000000008), (36.17725, -86.78484000000009), (36.17763, -86.78509000000008)]",2019-05-18 12:49:57.973
1080,2019-05-17 16:42:01.013,Lime,LIM1105,Powered37ZJ6WUUWL6KT,41.7333333333,1051.8648,2019-05-16,23:59:33,2019-05-17,00:41:17,36.153807,-86.784739,36.162834,-86.774617,"[(36.15381, -86.78474), (36.15396, -86.78447), (36.15358, -86.78413), (36.15305, -86.78382), (36.15297, -86.78377), (36.152950000000004, -86.78429), (36.152840000000005, -86.78489), (36.15348, -86.78535000000001), (36.154160000000005, -86.78575000000001), (36.154650000000004, -86.78565), (36.155330000000006, -86.78442), (36.155910000000006, -86.78322), (36.155640000000005, -86.78271), (36.15475000000001, -86.78206), (36.15401000000001, -86.78147), (36.153620000000004, -86.78074), (36.15344, -86.77963), (36.15353, -86.78011), (36.153870000000005, -86.78119), (36.154160000000005, -86.78105), (36.154, -86.77971), (36.15437, -86.77956999999999), (36.15509, -86.77981999999999), (36.15563, -86.78016999999998), (36.15634, -86.78063999999999), (36.1569, -86.78066999999999), (36.1571, -86.77984999999998), (36.15727, -86.77941999999999), (36.157619999999994, -86.77871999999999), (36.15765999999999, -86.77852999999999), (36.15854999999999, -86.77896999999999), (36.15934999999999, -86.77945999999999), (36.15984999999999, -86.77978999999999), (36.15955999999999, -86.77963999999999), (36.15899999999999, -86.77924999999999), (36.158269999999995, -86.77881), (36.15794999999999, -86.77852999999999), (36.158159999999995, -86.77758999999999), (36.15841999999999, -86.77732999999999), (36.15874999999999, -86.77655999999999), (36.15887999999999, -86.77588999999999), (36.15910999999999, -86.77541), (36.159609999999994, -86.77448), (36.15975999999999, -86.77426), (36.160259999999994, -86.77314), (36.161179999999995, -86.77362), (36.161939999999994, -86.77409), (36.162479999999995, -86.77413), (36.16280999999999, -86.77471), (36.16282999999999, -86.77462)]",2019-05-18 12:49:58.070
1081,2019-05-17 16:42:01.013,Lime,LIM1104,PoweredU3OXSFF74UNQX,10.6166666667,375.2088,2019-05-16,23:57:48,2019-05-17,00:08:25,36.154471,-86.785194,36.147946,-86.793506,"[(36.15409, -86.78596), (36.1532, -86.78985), (36.15258, -86.79232), (36.15194, -86.79375), (36.151, -86.79443), (36.15102, -86.7945), (36.15106, -86.7945), (36.15043, -86.79422), (36.14795, -86.79351)]",2019-05-18 12:49:58.040
1082,2019-05-17 16:42:01.013,Lime,LIM1103,PoweredGEHJ5GBPV7NJ5,12.15,1059.4848,2019-05-16,23:56:49,2019-05-17,00:08:58,36.151196,-86.784251,36.120763,-86.790378,"[(36.1512, -86.78425), (36.151160000000004, -86.78447), (36.150690000000004, -86.78449), (36.15026, -86.78452), (36.149800000000006, -86.78449), (36.14936000000001, -86.78453), (36.14884000000001, -86.78479), (36.14846000000001, -86.78518), (36.148120000000006, -86.78542), (36.147670000000005, -86.78556), (36.14723000000001, -86.78565), (36.146820000000005, -86.78576000000001), (36.14629000000001, -86.78595000000001), (36.145610000000005, -86.78619000000002), (36.145, -86.78635000000001), (36.14457, -86.78647000000001), (36.14392, -86.78667000000002), (36.14314, -86.78692000000001), (36.14278, -86.78702000000001), (36.14228, -86.78725000000001), (36.14144, -86.78729000000001), (36.140550000000005, -86.78747000000001), (36.13985, -86.78757000000002), (36.13902, -86.78771000000002), (36.13816, -86.78793000000002), (36.137389999999996, -86.78824000000002), (36.13681999999999, -86.78842000000002), (36.136359999999996, -86.78860000000002), (36.13572, -86.78885000000001), (36.13503, -86.78897), (36.13423, -86.78888), (36.133480000000006, -86.78880000000001), (36.13290000000001, -86.78873000000002), (36.132290000000005, -86.78866000000002), (36.131330000000005, -86.78872000000003), (36.13062000000001, -86.78879000000002), (36.12986000000001, -86.78886000000001), (36.12899000000001, -86.78895000000001), (36.12836000000001, -86.78905000000002), (36.127770000000005, -86.78911000000002), (36.1272, -86.78916000000002), (36.1267, -86.78921000000003), (36.1261, -86.78927000000003), (36.125260000000004, -86.78944000000003), (36.12444000000001, -86.78964000000003), (36.12366000000001, -86.78983000000004), (36.12270000000001, -86.79006000000004), (36.12185000000001, -86.79027000000004), (36.12105000000001, -86.79047000000004), (36.12076000000001, -86.79038000000004)]",2019-05-18 12:49:58.003
1083,2019-05-17 16:42:01.243,Lime,LIM1284,Powered3ZUJGJXF2ZNKH,3.2666666667,154.5336,2019-05-16,23:57:24,2019-05-17,00:00:40,36.149885,-86.806243,36.143585,-86.806403,"[(36.14794, -86.80781), (36.14665, -86.80784), (36.14359, -86.8064)]",2019-05-18 12:50:04.393
1084,2019-05-17 16:42:01.337,Lime,LIM1350,PoweredFKPQUMRKLX57B,5.5333333333,512.9784,2019-05-16,23:56:13,2019-05-17,00:01:45,36.147582,-86.793625,36.156733,-86.780881,"[(36.14758, -86.79362), (36.14754, -86.79362), (36.14781, -86.79352), (36.14844, -86.79286), (36.1484, -86.79245), (36.14853, -86.79217), (36.14879, -86.79212), (36.14917, -86.79205), (36.14951, -86.79199), (36.14992, -86.79192), (36.150330000000004, -86.79185000000001), (36.150650000000006, -86.79180000000001), (36.150960000000005, -86.79175000000001), (36.15128000000001, -86.79169), (36.151650000000004, -86.79163), (36.151770000000006, -86.79158), (36.15195000000001, -86.7914), (36.152190000000004, -86.79118), (36.152370000000005, -86.79088), (36.15252, -86.79061), (36.152640000000005, -86.79036), (36.152800000000006, -86.78999), (36.15296000000001, -86.78960000000001), (36.15314000000001, -86.78919), (36.15330000000001, -86.78881), (36.15341000000001, -86.78855), (36.15351000000001, -86.78836), (36.153700000000015, -86.78804), (36.15387000000001, -86.78773), (36.154060000000015, -86.78735999999999), (36.15416000000002, -86.78715), (36.15431000000002, -86.78683), (36.154440000000015, -86.78650999999999), (36.154640000000015, -86.78612999999999), (36.15481000000001, -86.78569999999999), (36.15496000000001, -86.78533999999999), (36.15516000000001, -86.78491), (36.15530000000001, -86.78457999999999), (36.15547000000001, -86.78416999999999), (36.155620000000006, -86.78381999999999), (36.155770000000004, -86.78347), (36.155930000000005, -86.78309999999999), (36.15603000000001, -86.78286999999999), (36.156200000000005, -86.78245999999999), (36.156330000000004, -86.78212999999998), (36.15646, -86.78181999999998), (36.15661, -86.78146999999998), (36.15672, -86.78120999999999), (36.15682, -86.78096999999998), (36.15673, -86.78087999999998)]",2019-05-18 12:50:06.410
1085,2019-05-17 16:42:01.500,Lime,LIM1493,PoweredCVH7LMHIIIIAF,23.8,747.3696,2019-05-16,23:37:58,2019-05-17,00:01:46,36.139244,-86.811156,36.143987,-86.805779,"[(36.13964, -86.81101), (36.14014, -86.81170999999999), (36.14059, -86.81085999999999), (36.14065, -86.81118), (36.14053, -86.81102999999999), (36.140429999999995, -86.8115), (36.141639999999995, -86.81196), (36.14350999999999, -86.81312), (36.14408999999999, -86.81351), (36.14396999999999, -86.81362999999999), (36.14398999999999, -86.81361999999999), (36.14398999999999, -86.81361999999999), (36.143959999999986, -86.81352999999999), (36.142929999999986, -86.81267999999999), (36.14172999999999, -86.81361999999999), (36.14058999999999, -86.81383999999998), (36.139059999999986, -86.81231999999999), (36.138789999999986, -86.81097999999999), (36.13859999999998, -86.80962999999998), (36.13854999999998, -86.80749999999999), (36.14020999999998, -86.80682999999999), (36.14245999999998, -86.80657), (36.14398999999998, -86.80578)]",2019-05-18 12:50:11.620
1086,2019-05-17 16:42:01.500,Lime,LIM1494,PoweredZ6HF5P5HCJCT5,73.3666666667,1947.0624,2019-05-16,23:38:09,2019-05-17,00:51:31,36.139243,-86.811059,36.139213,-86.811058,"[(36.13935, -86.81103), (36.140010000000004, -86.81152), (36.14063, -86.8112), (36.1404, -86.81094), (36.14059, -86.81197), (36.14396, -86.8135), (36.14373, -86.81335), (36.14396, -86.8136), (36.14379, -86.81338), (36.14275, -86.81262), (36.141329999999996, -86.81425999999999), (36.13878, -86.81119), (36.138709999999996, -86.81040999999999), (36.13934999999999, -86.80700999999999), (36.14104999999999, -86.80671), (36.14318999999999, -86.80642999999999), (36.14422999999999, -86.80484999999999), (36.144349999999996, -86.80451), (36.144389999999994, -86.80442), (36.143339999999995, -86.80351999999999), (36.14379999999999, -86.80273999999999), (36.14379999999999, -86.80265999999999), (36.14432999999999, -86.80348), (36.14513999999999, -86.80245), (36.14512999999999, -86.80229), (36.14503999999999, -86.80237), (36.145909999999986, -86.8021), (36.145839999999986, -86.80087999999999), (36.14582999999998, -86.80084), (36.14620999999998, -86.80165), (36.14687999999998, -86.80311999999999), (36.14816999999998, -86.80389), (36.14783999999998, -86.80451), (36.14928999999998, -86.80301999999999), (36.14837999999998, -86.80246999999999), (36.14833999999998, -86.80241999999998), (36.14833999999998, -86.80241999999998), (36.149309999999986, -86.80188999999999), (36.14909999999998, -86.80161999999999), (36.14871999999998, -86.80163999999999), (36.147809999999986, -86.80099999999999), (36.14702999999999, -86.80129999999998), (36.14300999999999, -86.80860999999999), (36.14274999999999, -86.80933999999999), (36.142779999999995, -86.80891), (36.14276999999999, -86.80696999999999), (36.141659999999995, -86.80678999999999), (36.139199999999995, -86.80708), (36.13936999999999, -86.81162), (36.13929999999999, -86.81106000000001)]",2019-05-18 12:50:11.653
1087,2019-05-17 16:42:01.570,Lime,LIM1543,Powered4WOKR5XFN26KV,46.75,951.5856,2019-05-16,23:51:38,2019-05-17,00:38:23,36.136707,-86.779232,36.15841,-86.767891,"[(36.1375, -86.77889), (36.139950000000006, -86.77855000000001), (36.141670000000005, -86.77887000000001), (36.14401, -86.77901000000001), (36.14746, -86.77919000000001), (36.14961, -86.77926000000001), (36.1518, -86.77935000000001), (36.15442, -86.77914000000001), (36.15547, -86.77783000000001), (36.15637, -86.77534000000001), (36.15751, -86.77356000000002), (36.158080000000005, -86.77209000000002), (36.158120000000004, -86.77189000000001), (36.158590000000004, -86.77084), (36.15860000000001, -86.76806), (36.158620000000006, -86.76802), (36.158620000000006, -86.76799000000001), (36.158660000000005, -86.76798000000001), (36.158680000000004, -86.76797), (36.15867, -86.76793), (36.158680000000004, -86.76794000000001), (36.158660000000005, -86.76793), (36.15865, -86.76796), (36.158680000000004, -86.76795), (36.1587, -86.76797), (36.15867, -86.76794000000001), (36.15873, -86.76794000000001), (36.15866, -86.76794000000001), (36.1586, -86.76793), (36.15862, -86.76792), (36.15866, -86.76792), (36.158629999999995, -86.76792), (36.158629999999995, -86.76794000000001), (36.158649999999994, -86.76792), (36.15868, -86.76794000000001), (36.15868, -86.76794000000001), (36.158669999999994, -86.76796000000002), (36.158669999999994, -86.76797000000002), (36.158669999999994, -86.76799000000003), (36.15863999999999, -86.76795000000003), (36.158669999999994, -86.76797000000003), (36.158669999999994, -86.76797000000003), (36.15865999999999, -86.76796000000003), (36.15865999999999, -86.76795000000003), (36.15867999999999, -86.76796000000003), (36.15865999999999, -86.76795000000003)]",2019-05-18 12:50:13.150
1088,2019-05-17 16:42:01.580,Lime,LIM1552,PoweredGU47NAGAAOJAS,3.1666666667,185.0136,2019-05-16,23:57:49,2019-05-17,00:00:59,36.131233,-86.809301,36.130177,-86.807088,"[(36.13123, -86.8093), (36.13114, -86.80914), (36.131150000000005, -86.80906), (36.131190000000004, -86.80891), (36.131170000000004, -86.80879), (36.13116, -86.80869), (36.13115, -86.80854), (36.131139999999995, -86.80843999999999), (36.13110999999999, -86.80823), (36.131069999999994, -86.80798999999999), (36.131049999999995, -86.80780999999999), (36.131029999999996, -86.80756999999998), (36.131009999999996, -86.80739999999999), (36.13097, -86.80709999999999), (36.130959999999995, -86.80695999999999), (36.13092999999999, -86.80673999999999), (36.13091999999999, -86.80662), (36.13089999999999, -86.80648), (36.13088999999999, -86.80635), (36.13087999999998, -86.80623999999999), (36.13086999999998, -86.80615999999999), (36.13085999999998, -86.80605999999999), (36.130919999999975, -86.80604999999998), (36.13106999999997, -86.80603999999998), (36.131139999999974, -86.80602999999998), (36.13124999999997, -86.80600999999997), (36.13132999999997, -86.80599999999997), (36.13143999999997, -86.80598999999997), (36.13150999999997, -86.80611999999996), (36.13150999999997, -86.80611999999996), (36.13149999999997, -86.80604999999997), (36.131339999999966, -86.80606999999998), (36.131249999999966, -86.80607999999998), (36.131179999999965, -86.80608999999998), (36.13109999999997, -86.80608999999998), (36.13103999999997, -86.80609999999999), (36.13095999999997, -86.80610999999999), (36.13090999999997, -86.80624999999999), (36.13094999999997, -86.80644), (36.13096999999997, -86.80655999999999), (36.13098999999997, -86.80671999999998), (36.13098999999997, -86.80681999999999), (36.13085999999997, -86.80698999999998), (36.13074999999997, -86.80698999999998), (36.13056999999997, -86.80701999999998), (36.13046999999997, -86.80703999999999), (36.130399999999966, -86.80704999999999), (36.13028999999997, -86.80707), (36.13017999999997, -86.80709), (36.13017999999997, -86.80709)]",2019-05-18 12:50:13.427
1089,2019-05-17 16:42:01.783,Lime,LIM1585,Powered34ZSQ3V4KEPAS,61.0833333333,1385.0112,2019-05-16,23:13:09,2019-05-17,00:14:14,36.125866,-86.789233,36.127953,-86.788913,"[(36.12553, -86.78933), (36.12515, -86.78955), (36.12522, -86.78979000000001), (36.12518, -86.78988000000001), (36.12517, -86.78989000000001), (36.12509, -86.78990000000002), (36.12476, -86.78971000000001), (36.12411, -86.78989000000001), (36.12102, -86.79064000000001), (36.12071, -86.79052000000001), (36.11968, -86.79081000000002), (36.117960000000004, -86.79040000000002), (36.117850000000004, -86.78839000000002), (36.120450000000005, -86.78979000000002), (36.12062, -86.79038000000003), (36.12091, -86.79043000000003), (36.12256, -86.78996000000002), (36.12335, -86.79005000000002), (36.12342, -86.78996000000002), (36.12346, -86.79001000000002), (36.123400000000004, -86.78994000000003), (36.123430000000006, -86.78992000000002), (36.12369, -86.78986000000002), (36.12406, -86.78985000000002), (36.12415, -86.78983000000001), (36.12414, -86.78975000000001), (36.12531, -86.78956000000001), (36.128499999999995, -86.78913000000001), (36.131069999999994, -86.78888000000002), (36.13244999999999, -86.78884000000002), (36.133979999999994, -86.78918000000002), (36.134159999999994, -86.79195000000001), (36.13155999999999, -86.79230000000001), (36.13213, -86.79203000000001), (36.132009999999994, -86.79223000000002), (36.131969999999995, -86.79225000000002), (36.13155999999999, -86.79218000000003), (36.13141999999999, -86.79182000000003), (36.13116999999999, -86.79215000000003), (36.13144999999999, -86.79220000000004), (36.131799999999984, -86.79236000000003), (36.131959999999985, -86.79227000000003), (36.130909999999986, -86.79231000000003), (36.13088999999999, -86.79232000000003), (36.13111999999999, -86.79238000000004), (36.13145999999999, -86.79226000000004), (36.13084999999999, -86.79231000000004), (36.128669999999985, -86.78992000000004), (36.127839999999985, -86.78902000000004), (36.127949999999984, -86.78891000000003)]",2019-05-18 12:50:14.907
1090,2019-05-17 16:42:01.783,Lime,LIM1586,Powered75MFAMZCCD3QJ,55.5333333333,1474.6224,2019-05-16,23:16:48,2019-05-17,00:12:20,36.125178,-86.789675,36.127748,-86.788933,"[(36.12524, -86.78994), (36.1252, -86.78993), (36.12513, -86.78981999999999), (36.125209999999996, -86.78988999999999), (36.12412, -86.78986999999998), (36.12272, -86.79016999999997), (36.1214, -86.79059999999997), (36.12091, -86.79057999999996), (36.119710000000005, -86.79076999999997), (36.11798, -86.78783999999996), (36.118480000000005, -86.78775999999996), (36.12039000000001, -86.78852999999997), (36.120760000000004, -86.79042999999997), (36.12252, -86.79004999999997), (36.12345, -86.79002999999996), (36.12341, -86.78997999999996), (36.12344, -86.78999999999996), (36.123470000000005, -86.79007999999996), (36.12344, -86.79005999999995), (36.123450000000005, -86.78997999999996), (36.123450000000005, -86.78985999999996), (36.123960000000004, -86.78983999999996), (36.124, -86.78985999999996), (36.124, -86.78984999999996), (36.12402, -86.78987999999995), (36.126380000000005, -86.78934999999996), (36.127660000000006, -86.78920999999995), (36.129740000000005, -86.78899999999996), (36.13223000000001, -86.78881999999996), (36.13383000000001, -86.78899999999996), (36.13421000000001, -86.79114999999996), (36.13319000000001, -86.79227999999996), (36.131670000000014, -86.79279999999996), (36.131000000000014, -86.79415999999996), (36.13085000000002, -86.79413999999996), (36.13159000000002, -86.79262999999996), (36.132050000000014, -86.79217999999996), (36.13173000000001, -86.79223999999996), (36.13144000000001, -86.79074999999996), (36.131450000000015, -86.79101999999996), (36.13220000000001, -86.79215999999997), (36.131960000000014, -86.79221999999997), (36.13202000000001, -86.79218999999998), (36.13201000000001, -86.79223999999998), (36.130970000000005, -86.79226999999997), (36.13092, -86.79223999999998), (36.130970000000005, -86.79226999999997), (36.12986000000001, -86.79231999999998), (36.12881000000001, -86.78936999999998), (36.12808000000001, -86.78909999999998)]",2019-05-18 12:50:14.937
1091,2019-05-17 16:42:01.817,Lime,LIM1633,PoweredOYKGTYGE4MKYC,19.5833333333,1321.308,2019-05-16,23:48:10,2019-05-17,00:07:45,36.127765,-86.776284,36.161461,-86.775908,"[(36.12776, -86.77628), (36.12804, -86.77509), (36.1289, -86.77518), (36.1297, -86.77545), (36.13086, -86.77585), (36.13173, -86.7761), (36.132279999999994, -86.77634), (36.132369999999995, -86.7775), (36.132459999999995, -86.77847), (36.132729999999995, -86.77917), (36.13347999999999, -86.7791), (36.134139999999995, -86.77903), (36.134159999999994, -86.77900000000001), (36.13475, -86.77899000000001), (36.13549999999999, -86.77891000000001), (36.136149999999994, -86.77884000000002), (36.13681999999999, -86.77877000000002), (36.137499999999996, -86.77870000000003), (36.13809, -86.77853000000003), (36.138729999999995, -86.77839000000003), (36.139399999999995, -86.77835000000003), (36.140339999999995, -86.77849000000003), (36.141189999999995, -86.77856000000003), (36.142059999999994, -86.77871000000003), (36.14303999999999, -86.77881000000004), (36.14395999999999, -86.77884000000003), (36.14471999999999, -86.77889000000003), (36.145709999999994, -86.77893000000003), (36.146649999999994, -86.77900000000002), (36.14764999999999, -86.77905000000003), (36.14900999999999, -86.77913000000002), (36.14981999999999, -86.77920000000002), (36.15063999999999, -86.77925000000002), (36.151569999999985, -86.77927000000003), (36.152419999999985, -86.77935000000002), (36.15336999999999, -86.77934000000002), (36.154479999999985, -86.77923000000001), (36.155059999999985, -86.77871000000002), (36.155639999999984, -86.77758000000001), (36.15600999999998, -86.77681000000001), (36.15646999999998, -86.77600000000001), (36.15685999999998, -86.77523000000001), (36.15765999999998, -86.77502000000001), (36.15832999999998, -86.77540000000002), (36.159039999999976, -86.77580000000002), (36.15933999999998, -86.77514000000002), (36.15976999999998, -86.77481000000002), (36.160339999999984, -86.77518000000002), (36.16097999999998, -86.77559000000002), (36.161459999999984, -86.77591000000002)]",2019-05-18 12:50:16.363
1092,2019-05-17 16:42:01.823,Lime,LIM1650,PoweredRRC5FV6DYYHBL,19.4333333333,355.7016,2019-05-16,23:42:03,2019-05-17,00:01:29,36.121424,-86.775322,36.111358,-86.773816,"[(36.12128, -86.77556), (36.12028, -86.7772), (36.12027, -86.77721), (36.12025, -86.77713), (36.12025, -86.77706), (36.11885, -86.77565), (36.11625, -86.77395), (36.1123, -86.77363)]",2019-05-18 12:50:16.883
1093,2019-05-17 17:12:03.353,Lime,LIM824,PoweredXRVNRHYGRT37Y,12.4666666667,121.6152,2019-05-16,23:55:08,2019-05-17,00:07:36,36.156835,-86.780859,36.159534,-86.780477,"[(36.15692, -86.78078), (36.15686, -86.78076999999999), (36.15693, -86.78089999999999), (36.15693, -86.78092999999998), (36.156960000000005, -86.78086999999998), (36.156940000000006, -86.78077999999998), (36.156940000000006, -86.78085999999998), (36.156960000000005, -86.78090999999998), (36.157090000000004, -86.78101999999998), (36.158170000000005, -86.78176999999998), (36.158480000000004, -86.78121999999998), (36.159530000000004, -86.78047999999998)]",2019-05-18 12:55:47.383
